Visit_ID,Tourist_Origin,Destination _City,Destination_Type,Visitor_Type,Season,Visit_Date,Visitors_Count,Average_Rating,Revenue_USD,Average_Spending
VIS11410,Singapore,Paris,Beach,International,Monsoon,8/27/2023,134,3.44,16306.48,121.6901493
VIS11411,Singapore,Alappuzha,Adventure,Domestic,Summer,7/27/2023,284,3.12,10032.72,35.32647887
VIS11412,Singapore,Bali,Wildlife,International,Summer,3/7/2024,3564,3.17,371169.07,104.143959
VIS11413,Italy,Kuala Lumpur,Adventure,International,Monsoon,1/3/2022,2879,2.71,822747.44,285.775422
VIS11414,India,Kuala Lumpur,Beach,International,Summer,8/5/2021,4555,4.14,708123.81,155.4607706
VIS11415,France,Alappuzha,Heritage,International,Winter,12/27/2022,779,3.32,210234.43,269.8773171
VIS11416,Thailand,Singapore,Wildlife,Domestic,Winter,3/20/2022,1348,4.92,60936.4,45.20504451
VIS11417,Singapore,Kochi,Adventure,International,Summer,1/27/2023,588,3.09,144362.1,245.5137755
VIS11418,Malaysia,Munnar,City Tourism,International,Winter,5/20/2022,3255,4.18,954429.95,293.2196467
VIS11419,Thailand,Alappuzha,Beach,Domestic,Summer,1/5/2021,989,4.22,33911.94,34.28912032
VIS11420,India,Rome,Wildlife,Domestic,Monsoon,2/12/2022,4318,4.5,492865.96,114.1421862
VIS11421,India,Rome,Beach,Domestic,Monsoon,9/16/2022,1105,2.67,169628.78,153.5102081
VIS11422,Dubai,Bali,Heritage,International,Winter,11/7/2022,3397,4.71,743635.37,218.9094407
VIS11423,Italy,Kochi,Heritage,Domestic,Monsoon,4/7/2023,2047,2.74,123706.28,60.43296532
VIS11424,Indonesia,Kochi,Beach,International,Monsoon,12/3/2021,2056,3.24,330212.2,160.6090467
VIS11425,Thailand,Kuala Lumpur,Heritage,International,Winter,3/6/2021,3384,4.08,495680.9,146.4778073
VIS11426,Dubai,Kochi,City Tourism,Domestic,Summer,12/21/2022,237,3.55,36360.13,153.41827
VIS11427,Singapore,Dubai,Beach,International,Summer,9/22/2021,1587,4.06,438873,276.5425331
VIS11428,Italy,Kochi,Adventure,International,Summer,10/5/2022,4483,3.08,384689.47,85.81072273
VIS11429,Italy,Dubai,Hill Station,International,Winter,7/23/2021,1547,2.85,235458.62,152.2033743
VIS11430,Italy,Singapore,Hill Station,Domestic,Monsoon,1/10/2022,4427,4.89,573079.67,129.451021
VIS11431,Singapore,Munnar,City Tourism,International,Monsoon,11/30/2021,4458,3.83,811293.45,181.985969
VIS11432,France,Bali,Hill Station,International,Winter,1/28/2024,3639,4.31,86321.76,23.72128607
VIS11433,Singapore,Singapore,Adventure,Domestic,Winter,12/26/2022,4939,3.15,489903.43,99.19081393
VIS11434,Singapore,Kuala Lumpur,Heritage,Domestic,Monsoon,7/10/2022,2354,3.85,72346.86,30.73358539
VIS11435,India,Bali,Heritage,Domestic,Summer,,1991,3.74,514166.48,258.245344
VIS11436,India,Dubai,Hill Station,International,Summer,4/19/2023,2731,3.83,468074.16,171.392955
VIS11437,Singapore,Alappuzha,City Tourism,Domestic,Summer,7/18/2022,2253,3.89,162841.25,72.27751886
VIS11438,Indonesia,Munnar,Beach,International,Monsoon,4/9/2022,454,4.68,48234.69,106.2438106
VIS11439,Thailand,Kuala Lumpur,Heritage,Domestic,Summer,1/27/2022,4838,2.52,1036589.6,214.2599421
VIS11440,Dubai,Alappuzha,Wildlife,Domestic,Monsoon,9/3/2022,1293,3.83,194628.55,150.5247873
VIS11441,France,Kuala Lumpur,Hill Station,Domestic,Summer,4/2/2021,4081,2.53,1161387.45,284.5840358
VIS11442,Dubai,Bali,Adventure,Domestic,Monsoon,5/21/2022,4551,4.72,1199782.88,263.6306043
VIS11443,Malaysia,Alappuzha,Beach,International,Summer,1/24/2021,1862,4.96,186797.04,100.3206445
VIS11444,Dubai,Bali,Hill Station,Domestic,Winter,8/24/2023,701,4.28,83160.22,118.6308417
VIS11445,India,Kuala Lumpur,Heritage,International,Monsoon,8/13/2022,2934,3.34,518967.99,176.8807055
VIS11446,Thailand,Kuala Lumpur,Heritage,International,Monsoon,3/1/2024,2198,3.95,333960.63,151.9384122
VIS11447,France,Bali,Adventure,Domestic,Summer,2/19/2023,4584,2.65,1023183.75,223.2076243
VIS11448,France,Singapore,Adventure,Domestic,Winter,10/19/2023,3346,2.65,312328.97,93.34398386
VIS11449,Italy,Kuala Lumpur,City Tourism,International,Summer,9/8/2023,72,3.16,21547.1,299.2652778
VIS11450,Thailand,Bangkok,Wildlife,International,Summer,8/11/2021,2168,2.61,415840.17,191.8081965
VIS11451,Malaysia,Rome,Wildlife,Domestic,Winter,1/6/2021,2162,2.85,430053.65,198.9147317
VIS11452,Italy,Rome,Adventure,International,Monsoon,3/11/2022,259,4.06,74398.79,287.2540154
VIS11453,Malaysia,Singapore,Hill Station,Domestic,Summer,11/26/2021,530,3.99,118655.31,223.8779434
VIS11454,Thailand,Munnar,City Tourism,International,Summer,2/8/2021,270,3.6,6654.36,24.64577778
VIS11455,Dubai,Singapore,Heritage,Domestic,Monsoon,8/16/2023,2211,3.69,613382.66,277.4231841
VIS11456,India,Munnar,Hill Station,International,Monsoon,3/30/2021,1701,4.53,368076.92,216.3885479
VIS11457,Indonesia,Dubai,City Tourism,Domestic,Summer,10/18/2022,1798,3.73,390739.78,217.3191212
VIS11458,France,Rome,Heritage,International,Summer,7/17/2022,1974,4.61,63523.52,32.18010132
VIS11459,France,Bali,Beach,International,Monsoon,12/5/2022,2964,3.27,293524.73,99.0299359
VIS11460,Thailand,Munnar,Heritage,International,Monsoon,12/5/2022,4877,3.99,694001.16,142.3008325
VIS11461,India,Kochi,Hill Station,Domestic,Summer,1/24/2021,53,3.56,6904.73,130.2779245
VIS11462,Dubai,Kuala Lumpur,Adventure,International,Winter,4/23/2023,166,4.81,43890.16,264.3985542
VIS11463,Singapore,Bali,City Tourism,Domestic,Summer,1/27/2023,1141,4.47,220790.93,193.5065118
VIS11464,Thailand,Bangkok,Heritage,Domestic,Monsoon,7/5/2022,1999,4.44,205667.25,102.8850675
VIS11465,Dubai,Rome,Adventure,Domestic,Summer,10/21/2022,798,3.08,70536.51,88.39161654
VIS11466,Italy,Paris,Beach,International,Winter,12/28/2022,1769,4.84,377791.72,213.5623064
VIS11467,France,Dubai,Beach,Domestic,Summer,2/4/2024,2402,2.88,459166.13,191.1599209
VIS11468,France,Alappuzha,Hill Station,International,Summer,8/26/2021,3285,3.31,282544.95,86.01063927
VIS11469,India,Munnar,Wildlife,International,Winter,4/9/2023,1822,2.88,233495.47,128.1533864
VIS11470,Malaysia,Bali,City Tourism,International,Summer,,850,2.57,72794.49,85.64057647
VIS11471,Indonesia,Kuala Lumpur,Heritage,Domestic,Winter,4/29/2022,1856,3.21,226523.78,122.0494504
VIS11472,Dubai,Bangkok,Beach,Domestic,Winter,3/16/2024,4693,4.17,1378100.24,293.6501683
VIS11473,Dubai,Alappuzha,Adventure,Domestic,Monsoon,1/20/2023,3824,4.1,920632.75,240.7512422
VIS11474,Malaysia,Bali,Beach,International,Winter,3/6/2023,797,4.48,147718.48,185.3431368
VIS11475,Thailand,Alappuzha,Hill Station,Domestic,Winter,10/9/2022,2033,4.9,212346.54,104.4498475
VIS11476,Thailand,Dubai,Heritage,Domestic,Monsoon,8/23/2021,3754,4.59,1084906.48,289.0001279
VIS11477,Malaysia,Alappuzha,Beach,International,Monsoon,8/1/2021,1244,4.1,363588.84,292.2739871
VIS11478,Dubai,Kuala Lumpur,Wildlife,International,Monsoon,7/10/2023,4112,4.6,1167169.84,283.8448054
VIS11479,Indonesia,Munnar,Hill Station,Domestic,Summer,10/23/2022,3079,4.22,545929.09,177.3072718
VIS11480,Malaysia,Bali,Adventure,Domestic,Winter,7/5/2021,548,2.53,154070.64,281.1508029
VIS11481,India,Bangkok,Adventure,Domestic,Monsoon,1/16/2022,3527,4.23,160520.44,45.51189113
VIS11482,Dubai,Bangkok,Wildlife,Domestic,Monsoon,3/1/2023,4775,2.93,1414506.81,296.2317927
VIS11483,Italy,Kuala Lumpur,Wildlife,International,Summer,2/23/2024,946,3.34,250582.65,264.8865222
VIS11484,Malaysia,Rome,Adventure,International,Winter,5/14/2022,3470,3.63,118938.45,34.27621037
VIS11485,Thailand,Munnar,Hill Station,Domestic,Monsoon,2/18/2023,2076,3.95,195129.24,93.99289017
VIS11486,Malaysia,Bali,City Tourism,International,Winter,8/2/2021,3786,4.08,740375.71,195.5561833
VIS11487,Singapore,Paris,Beach,Domestic,Summer,1/28/2024,25,2.61,3429.78,137.1912
VIS11488,Dubai,Paris,Adventure,International,Summer,9/9/2023,4059,3.3,1170564.1,288.3873121
VIS11489,France,Kochi,Adventure,Domestic,Winter,11/3/2023,3495,4.53,948699.04,271.4446466
VIS11490,Thailand,Singapore,Wildlife,International,Winter,9/22/2021,974,3.66,26262.53,26.96358316
VIS11491,Italy,Kuala Lumpur,City Tourism,Domestic,Summer,8/22/2021,3075,4.56,637535.11,207.3284911
VIS11492,India,Rome,City Tourism,Domestic,Summer,3/28/2023,1679,4.81,115004.87,68.49605122
VIS11493,France,Alappuzha,Wildlife,International,Monsoon,2/11/2022,4162,3.61,447799.16,107.5923018
VIS11494,Indonesia,Munnar,Hill Station,International,Monsoon,2/15/2023,1045,4.66,168164.74,160.9231962
VIS11495,France,Alappuzha,Beach,International,Monsoon,2/10/2022,1262,4.38,294372.98,233.2590967
VIS11496,India,Alappuzha,Beach,Domestic,Summer,8/16/2023,3309,3.22,632477.27,191.138492
VIS11497,Malaysia,Munnar,City Tourism,International,Monsoon,7/14/2021,2388,4.22,212514.96,88.99286432
VIS11498,Dubai,Kochi,City Tourism,Domestic,Summer,9/29/2021,211,4.74,58418.43,276.8645972
VIS11499,India,Rome,City Tourism,International,Summer,2/21/2023,642,3.11,143827.21,224.0299221
VIS11500,Italy,Bali,City Tourism,International,Monsoon,7/8/2023,1765,3.55,148545.69,84.16186402
VIS11501,Dubai,Alappuzha,Heritage,Domestic,Monsoon,12/28/2023,1063,3.32,126097.24,118.6239323
VIS11502,Thailand,Kochi,Heritage,International,Winter,2/21/2024,1566,3.38,435506.98,278.1015198
VIS11503,Italy,Kochi,Adventure,International,Monsoon,3/28/2022,866,4.9,82881.06,95.70561201
VIS11504,Singapore,Bali,Hill Station,Domestic,Monsoon,6/22/2022,2326,4.65,553871.92,238.1220636
VIS11505,India,Munnar,Adventure,Domestic,Summer,3/27/2024,4340,4,651573.29,150.1320945
VIS11506,Singapore,Singapore,Wildlife,International,Monsoon,5/28/2021,2896,4.83,861547.47,297.4956733
VIS11507,Thailand,Singapore,City Tourism,Domestic,Monsoon,10/18/2021,185,4.66,19621.98,106.0647568
VIS11508,Dubai,Dubai,City Tourism,International,Monsoon,1/15/2024,4266,3.48,481438.62,112.8548101
VIS11509,Italy,Alappuzha,Wildlife,Domestic,Winter,8/26/2021,4519,4.79,158561.83,35.08781368
VIS11510,Thailand,Munnar,City Tourism,Domestic,Monsoon,8/1/2021,359,2.85,28507.6,79.40835655
VIS11511,Malaysia,Rome,Beach,International,Monsoon,4/28/2023,2965,4.36,706267.21,238.2014199
VIS11512,Indonesia,Dubai,Beach,Domestic,Winter,8/22/2022,573,2.83,72905.95,127.2355148
VIS11513,Malaysia,Bali,Heritage,International,Summer,10/30/2021,1436,4.39,312052.94,217.3070613
VIS11514,France,Kuala Lumpur,Heritage,International,Summer,,3721,3.6,614142.31,165.0476512
VIS11515,Italy,Munnar,Beach,Domestic,Monsoon,4/2/2023,3642,3.94,705019.61,193.5803432
VIS11516,France,Kuala Lumpur,Beach,Domestic,Winter,,4237,3.18,197043.59,46.50544961
VIS11517,India,Kochi,Heritage,Domestic,Monsoon,3/24/2024,1643,3.85,101864.59,61.99914181
VIS11518,Thailand,Munnar,City Tourism,Domestic,Winter,12/9/2021,1279,2.57,349559.95,273.3072322
VIS11519,France,Paris,Adventure,Domestic,Summer,3/22/2024,466,2.84,70741.98,151.806824
VIS11520,France,Alappuzha,Hill Station,Domestic,Monsoon,10/6/2023,3218,4.59,595880.08,185.1709385
VIS11521,Singapore,Rome,City Tourism,Domestic,Summer,1/18/2022,2286,2.97,591920.32,258.9327734
VIS11522,Italy,Kuala Lumpur,Adventure,International,Summer,2/14/2023,4657,3.09,733648.72,157.5367662
VIS11523,India,Kochi,Hill Station,International,Monsoon,6/8/2022,4624,4.27,659637.7,142.6552119
VIS11524,France,Rome,Heritage,Domestic,Summer,4/29/2022,649,2.83,48429.48,74.62169492
VIS11525,France,Bangkok,Wildlife,Domestic,Summer,2/1/2022,3464,4.1,899986.93,259.8114694
VIS11526,Italy,Dubai,Hill Station,International,Monsoon,3/25/2024,847,3.5,48094.44,56.78210153
VIS11527,Malaysia,Munnar,Hill Station,International,Summer,12/26/2021,1425,4.53,216719.65,152.0839649
VIS11528,Dubai,Alappuzha,Adventure,Domestic,Monsoon,2/23/2021,2441,3.93,661850.65,271.1391438
VIS11529,Thailand,Alappuzha,City Tourism,International,Winter,10/17/2023,3253,2.77,652443.47,200.5666984
VIS11530,Singapore,Alappuzha,Beach,International,Monsoon,10/9/2022,3918,3.09,1095023.03,279.4852042
VIS11531,Italy,Dubai,Beach,International,Monsoon,5/20/2023,393,3.45,64532.15,164.203944
VIS11532,Singapore,Munnar,Adventure,Domestic,Monsoon,10/3/2021,25,2.75,1788.94,71.5576
VIS11533,Thailand,Dubai,Beach,International,Winter,11/11/2021,1943,4.56,526225.6,270.8314977
VIS11534,Malaysia,Paris,Adventure,Domestic,Summer,11/19/2021,4797,2.8,261898.46,54.59630186
VIS11535,Thailand,Kuala Lumpur,Hill Station,Domestic,Summer,4/17/2022,3866,3.72,554949.94,143.5462856
VIS11536,Singapore,Alappuzha,City Tourism,International,Winter,7/28/2022,2473,4.78,519779.2,210.1816417
VIS11537,India,Bangkok,Beach,Domestic,Winter,6/17/2021,1187,4.69,166438.27,140.2175821
VIS11538,Thailand,Bangkok,City Tourism,Domestic,Summer,12/30/2022,338,3.29,52420.53,155.0903254
VIS11539,Malaysia,Bali,Beach,Domestic,Winter,1/1/2022,4156,3.98,323187.78,77.76414341
VIS11540,Malaysia,Singapore,Wildlife,Domestic,Summer,12/12/2021,1588,3.99,457946.23,288.379238
VIS11541,Indonesia,Rome,Adventure,Domestic,Monsoon,11/16/2023,4795,2.68,792065.97,165.1858123
VIS11542,India,Paris,City Tourism,Domestic,Summer,4/19/2022,528,4.74,49016.75,92.83475379
VIS11543,Thailand,Dubai,Heritage,Domestic,Winter,9/11/2022,1095,4.81,52216.68,47.68646575
VIS11544,Thailand,Singapore,Adventure,International,Monsoon,5/28/2021,1077,2.69,182152.97,169.1299629
VIS11545,France,Dubai,Wildlife,Domestic,Monsoon,1/5/2021,485,4.64,9753.79,20.11090722
VIS11546,France,Dubai,Beach,International,Winter,9/1/2023,2739,2.64,684633.16,249.9573421
VIS11547,Thailand,Paris,Adventure,International,Monsoon,3/25/2024,4164,4.33,861650.19,206.9284798
VIS11548,France,Kuala Lumpur,Heritage,Domestic,Summer,9/24/2023,3043,3.45,552522.93,181.5717811
VIS11549,Dubai,Alappuzha,Heritage,Domestic,Winter,11/7/2022,877,4.78,39527.82,45.07163056
VIS11550,France,Dubai,Heritage,Domestic,Monsoon,11/11/2022,4187,3.44,656394.03,156.7695319
VIS11551,Indonesia,Dubai,Wildlife,International,Winter,8/1/2023,2939,3.44,184701.72,62.84509017
VIS11552,Indonesia,Kochi,Beach,Domestic,Summer,4/22/2021,3556,3.97,538813.89,151.5224663
VIS11553,India,Kuala Lumpur,Beach,International,Monsoon,2/12/2022,332,4.86,76163.76,229.4089157
VIS11554,Malaysia,Kochi,City Tourism,International,Winter,3/29/2023,3077,3.12,351535.76,114.2462658
VIS11555,France,Dubai,Heritage,International,Winter,4/2/2024,1672,3.26,234761.59,140.4076495
VIS11556,Italy,Paris,Wildlife,Domestic,Monsoon,2/7/2022,4610,3.41,898946.42,194.9992234
VIS11557,France,Paris,Beach,Domestic,Monsoon,,2794,4.51,296171.92,106.0028346
VIS11558,Dubai,Rome,City Tourism,Domestic,Winter,3/18/2021,2675,2.83,503210.22,188.1159701
VIS11559,Italy,Kochi,Beach,International,Monsoon,11/1/2022,1540,3.92,150479.95,97.71425325
VIS11560,France,Paris,Hill Station,Domestic,Summer,7/28/2021,1295,3.56,53961.7,41.66926641
VIS11561,Singapore,Alappuzha,Adventure,International,Monsoon,8/4/2022,2439,3.12,324514.09,133.0521074
VIS11562,Thailand,Alappuzha,Adventure,Domestic,Monsoon,12/17/2022,13,3.87,3001.26,230.8661538
VIS11563,Singapore,Bali,Wildlife,Domestic,Winter,6/4/2023,4277,3,1272701.15,297.5686579
VIS11564,India,Bangkok,City Tourism,Domestic,Winter,2/26/2024,1609,4.53,402476.46,250.1407458
VIS11565,Singapore,Alappuzha,Hill Station,Domestic,Monsoon,4/27/2023,3377,4.46,578960.25,171.4421824
VIS11566,Indonesia,Singapore,Heritage,International,Monsoon,2/17/2024,2845,4.21,335385.12,117.8858067
VIS11567,Indonesia,Alappuzha,City Tourism,Domestic,Monsoon,1/4/2021,2097,3.26,250740.48,119.5710443
VIS11568,Malaysia,Alappuzha,Heritage,Domestic,Winter,10/15/2023,4121,4.65,788453.47,191.3257632
VIS11569,India,Alappuzha,City Tourism,Domestic,Summer,9/11/2021,4587,3.16,1323741.73,288.585509
VIS11570,India,Munnar,Hill Station,Domestic,Winter,4/21/2021,4020,3.97,534930.56,133.0673035
VIS11571,France,Bali,Heritage,Domestic,Monsoon,7/23/2023,3062,2.53,243003.17,79.36093076
VIS11572,Italy,Kochi,Heritage,Domestic,Winter,11/4/2021,1452,3.76,329910.58,227.2111433
VIS11573,Singapore,Rome,Beach,Domestic,Winter,10/25/2022,2497,4.38,296092.86,118.5794393
VIS11574,Singapore,Dubai,City Tourism,International,Summer,3/10/2022,4996,4.84,427870.03,85.64252002
VIS11575,Thailand,Bali,City Tourism,International,Winter,6/7/2021,1147,2.56,155361.28,135.4501133
VIS11576,Thailand,Singapore,Beach,International,Monsoon,3/16/2021,2810,3.32,115113.91,40.96580427
VIS11577,Italy,Alappuzha,Beach,International,Winter,9/15/2023,222,3.34,21257.57,95.75481982
VIS11578,Singapore,Kochi,Heritage,Domestic,Winter,11/13/2023,2101,4.36,256428.71,122.0507901
VIS11579,Malaysia,Alappuzha,City Tourism,Domestic,Monsoon,2/19/2022,283,4.29,13659.15,48.2655477
VIS11580,Malaysia,Munnar,Heritage,Domestic,Monsoon,12/21/2021,2762,4.61,609788.68,220.7779435
VIS11581,Indonesia,Bangkok,Adventure,International,Summer,3/22/2022,3420,4.91,401679.37,117.4501082
VIS11582,Singapore,Kuala Lumpur,Wildlife,Domestic,Winter,3/14/2021,2969,2.62,567475.96,191.1337016
VIS11583,Italy,Munnar,Wildlife,International,Winter,5/15/2023,2302,2.86,319439.71,138.7661642
VIS11584,Thailand,Alappuzha,Hill Station,Domestic,Summer,8/24/2023,2335,2.88,610363.26,261.3975418
VIS11585,Italy,Munnar,City Tourism,Domestic,Monsoon,7/28/2023,3662,3.72,653123,178.3514473
VIS11586,Dubai,Munnar,Beach,Domestic,Summer,1/7/2024,1505,4.18,69010.8,45.85435216
VIS11587,Thailand,Bali,Beach,Domestic,Summer,4/3/2024,4387,3.24,883033.69,201.2841783
VIS11588,India,Rome,Hill Station,Domestic,Winter,6/11/2022,1693,4.8,386884.16,228.5198819
VIS11589,Singapore,Bangkok,Wildlife,Domestic,Winter,12/1/2022,4436,4.78,232308.08,52.36881876
VIS11590,Dubai,Bangkok,Adventure,Domestic,Summer,6/19/2021,1600,3.41,274919.79,171.8248688
VIS11591,Singapore,Alappuzha,Heritage,International,Monsoon,8/16/2021,1571,3.22,379279.65,241.4256206
VIS11592,Malaysia,Alappuzha,Heritage,Domestic,Monsoon,6/2/2022,721,2.93,180634.46,250.5332316
VIS11593,India,Rome,Hill Station,International,Winter,10/20/2021,4152,4.29,975088.15,234.8478203
VIS11594,Italy,Kochi,Heritage,Domestic,Winter,7/1/2021,2226,4.83,261219.95,117.3494834
VIS11595,India,Kuala Lumpur,Beach,International,Monsoon,5/8/2022,4639,4.68,235137.62,50.68713516
VIS11596,Italy,Kuala Lumpur,Wildlife,International,Monsoon,2/10/2022,740,3.24,100731.73,136.1239595
VIS11597,Indonesia,Alappuzha,Wildlife,International,Monsoon,7/27/2023,3296,3.94,633324.78,192.1495085
VIS11598,Singapore,Munnar,Adventure,Domestic,Summer,1/1/2021,642,4.13,106858.31,166.4459657
VIS11599,Malaysia,Kochi,Wildlife,International,Monsoon,1/11/2023,142,3.29,22018.03,155.0565493
VIS11600,Thailand,Bali,Adventure,Domestic,Summer,7/15/2021,3863,2.72,964477.14,249.6704996
VIS11601,India,Singapore,Beach,Domestic,Monsoon,9/28/2021,87,2.92,12812.68,147.2721839
VIS11602,Indonesia,Paris,Adventure,Domestic,Winter,1/6/2021,,2.91,208283.39,0
VIS11603,Singapore,Singapore,Hill Station,International,Monsoon,10/15/2023,4187,3.17,790617.58,188.8267447
VIS11604,France,Singapore,Adventure,Domestic,Winter,4/2/2022,4188,4.77,216278.75,51.64249045
VIS11605,Italy,Paris,Beach,Domestic,Winter,2/28/2022,790,3.44,95813.04,121.2823291
VIS11606,Malaysia,Munnar,Beach,Domestic,Monsoon,,1290,2.85,125393.81,97.20450388
VIS11607,Indonesia,Kuala Lumpur,Adventure,International,Winter,1/12/2022,2738,4.21,654892.79,239.1865559
VIS11608,Singapore,Bali,Hill Station,International,Monsoon,8/10/2022,2413,3.46,526230.83,218.0815707
VIS11609,Malaysia,Rome,Heritage,International,Monsoon,8/23/2023,3122,4.62,194352.11,62.25243754
VIS11610,Dubai,Kuala Lumpur,Wildlife,Domestic,Winter,9/10/2023,3380,3.94,555736.9,164.4192012
VIS11611,Thailand,Dubai,Adventure,Domestic,Winter,2/5/2023,3947,3.37,252047.33,63.85795034
VIS11612,France,Bangkok,City Tourism,Domestic,Winter,7/6/2021,2307,3.85,88068.56,38.17449502
VIS11613,Italy,Dubai,Adventure,Domestic,Summer,1/29/2022,1712,2.59,432136.27,252.4160456
VIS11614,France,Bangkok,Wildlife,International,Winter,2/2/2021,2203,4.3,596363.77,270.7052973
VIS11615,India,Singapore,Adventure,International,Monsoon,9/5/2023,452,4.75,78797.07,174.3298009
VIS11616,Singapore,Alappuzha,Heritage,Domestic,Monsoon,6/11/2023,1580,2.56,400008.53,253.1699557
VIS11617,Dubai,Bali,Hill Station,Domestic,Winter,1/6/2021,3524,3.67,320372.52,90.9116118
VIS11618,Indonesia,Bangkok,Wildlife,International,Winter,6/8/2022,1452,3.94,37785.68,26.02319559
VIS11619,France,Paris,City Tourism,International,Summer,8/6/2021,4659,4.85,412288.39,88.49289332
VIS11620,Italy,Paris,Adventure,Domestic,Summer,11/3/2023,3839,2.54,294882.47,76.8123131
VIS11621,Dubai,Alappuzha,Wildlife,Domestic,Winter,10/20/2023,2054,3.13,287136.92,139.7940214
VIS11622,Singapore,Alappuzha,Beach,Domestic,Monsoon,2/22/2022,1290,2.51,232383.08,180.1419225
VIS11623,India,Rome,Adventure,International,Winter,8/5/2023,186,3.82,50080.27,269.2487634
VIS11624,Thailand,Bangkok,City Tourism,Domestic,Monsoon,10/2/2021,1306,3.27,263636.77,201.865827
VIS11625,Thailand,Dubai,City Tourism,International,Summer,1/1/2021,1223,3.84,98902.21,80.86852821
VIS11626,India,Rome,Hill Station,Domestic,Monsoon,8/17/2023,1910,4.99,379544.61,198.7144555
VIS11627,Singapore,Alappuzha,City Tourism,International,Summer,7/5/2023,4811,4.56,443625.55,92.21067346
VIS11628,Dubai,Dubai,City Tourism,Domestic,Monsoon,5/9/2022,3581,3.87,395648.88,110.485585
VIS11629,India,Alappuzha,Beach,International,Winter,7/30/2023,2453,3.18,116148.82,47.34970241
VIS11630,Malaysia,Bali,Hill Station,International,Summer,11/14/2023,3737,4.9,222243.1,59.47099277
VIS11631,Thailand,Paris,Beach,Domestic,Monsoon,2/28/2023,4401,3.88,612422.48,139.1553011
VIS11632,Singapore,Dubai,City Tourism,International,Summer,4/29/2021,611,3.97,126455.18,206.9642881
VIS11633,Indonesia,Paris,Beach,International,Summer,9/30/2023,4807,4.44,662332.01,137.7848991
VIS11634,Indonesia,Bali,Beach,Domestic,Monsoon,6/12/2023,430,3.93,125268.95,291.3231395
VIS11635,France,Dubai,Adventure,International,Summer,7/22/2021,,2.67,497976.73,0
VIS11636,India,Alappuzha,Wildlife,Domestic,Summer,9/11/2023,948,2.85,116176.18,122.5487131
VIS11637,Dubai,Kuala Lumpur,Heritage,International,Winter,11/22/2022,434,3.99,112220.53,258.5726498
VIS11638,Dubai,Kochi,City Tourism,International,Summer,8/24/2022,1284,4.63,137366.35,106.9831386
VIS11639,Thailand,Kochi,Hill Station,International,Winter,4/27/2023,1080,4.42,38925.81,36.04241667
VIS11640,Malaysia,Munnar,Adventure,International,Summer,5/13/2021,3527,3.17,919207.31,260.6201616
VIS11641,Thailand,Rome,Adventure,International,Winter,7/11/2023,2235,2.94,400350.81,179.1278792
VIS11642,France,Alappuzha,Heritage,Domestic,Winter,7/20/2023,3889,4.19,973845.75,250.410324
VIS11643,Thailand,Paris,Adventure,International,Summer,7/10/2022,4516,3.13,744649.8,164.8914526
VIS11644,Dubai,Kuala Lumpur,Wildlife,International,Winter,9/19/2021,3283,3.06,642002.68,195.5536643
VIS11645,Italy,Dubai,Heritage,Domestic,Summer,11/8/2021,4416,2.96,252689.2,57.22128623
VIS11646,Dubai,Bali,Hill Station,Domestic,Monsoon,12/6/2023,4950,2.83,503606.55,101.738697
VIS11647,Italy,Kochi,Heritage,International,Monsoon,6/17/2022,3277,3.54,75873.35,23.1532957
VIS11648,Thailand,Bali,Beach,Domestic,Summer,7/20/2023,,4.26,17033.86,0
VIS11649,Dubai,Munnar,Adventure,Domestic,Winter,3/12/2021,3491,2.69,857982.67,245.7698854
VIS11650,India,Bali,Hill Station,International,Winter,2/12/2023,1846,3.09,152668.45,82.70230228
VIS11651,Indonesia,Dubai,Adventure,Domestic,Monsoon,6/7/2022,1161,3.97,258231.69,222.4217829
VIS11652,France,Bangkok,Hill Station,Domestic,Winter,10/23/2023,2218,4.65,497096.12,224.1190803
VIS11653,Malaysia,Singapore,City Tourism,International,Monsoon,3/20/2023,4186,4.87,887115.74,211.9244482
VIS11654,Dubai,Rome,Beach,International,Summer,6/17/2021,748,3.36,107296.87,143.4450134
VIS11655,Italy,Kochi,City Tourism,Domestic,Monsoon,7/8/2023,3231,2.62,910063.14,281.666091
VIS11656,Thailand,Dubai,Heritage,Domestic,Winter,11/12/2021,1629,4.3,148721.1,91.29594843
VIS11657,India,Rome,Wildlife,Domestic,Winter,8/1/2021,4144,2.89,1109771.2,267.8019305
VIS11658,Italy,Paris,Hill Station,International,Monsoon,8/30/2023,4335,2.74,466969.1,107.720669
VIS11659,India,Kochi,City Tourism,Domestic,Winter,6/9/2021,16,3.72,1358.94,84.93375
VIS11660,France,Kochi,Hill Station,Domestic,Monsoon,3/1/2024,4285,2.87,1095645.6,255.6932555
VIS11661,Singapore,Paris,Beach,International,Summer,1/3/2022,3098,3.06,287022.32,92.64761782
VIS11662,France,Munnar,Heritage,International,Winter,1/7/2022,232,2.86,67964.14,292.9488793
VIS11663,Thailand,Rome,Beach,Domestic,Winter,11/27/2022,3618,4.27,612592.83,169.3180846
VIS11664,Thailand,Bangkok,Wildlife,International,Monsoon,4/30/2023,1080,3.33,23504.28,21.76322222
VIS11665,Malaysia,Bangkok,Beach,International,Winter,6/22/2022,2068,3.06,614961.49,297.3701596
VIS11666,France,Kuala Lumpur,Wildlife,Domestic,Monsoon,6/18/2021,2258,4.02,306509.22,135.7436758
